evaluation,label
分红一事闹个没完，这可咋整？这是又想把股价打压下去,2.0
说分红没用的基本都是些刚刚勉强明白一些简单市场规则,2.0
大涨,1.0
中远海控资本运作才刚刚开始…刚收购中远海运集团财务,2.0
中远海控资本运作才刚刚开始…刚收购中远海运集团财务,2.0
股市的游戏是富人的钱原封不动还,2.0
小散是最后看清中远海控本性的，那些机构专业人士先走,2.0
中小散主要抗议是因为：股价下跌，高管减持。分红，除,2.0
每经热评：中远海控分红之争 长期价值最大化是根本标,1.0
每经热评：中远海控分红须兼顾多方利益,1.0
怪事！回购才量重点，谁把关键点转到分红去了。,2.0
分红一点用没有，比如股价11元，分红一元，除权以后10,2.0
别闹了，天天闹分红，你们再闹它就跌给你看，再闹前面,2.0
特么的狗托不少吖！这几天都出来来了！这股涨不起了！,2.0
真的不能在中远耗下去,2.0
凡是嚷嚷的闲分红少的，都是卖飞的，希望股票跌下去,2.0
挂11元接,1.0
明天砸盘.到关键点位我砸1000手.,2.0
强烈要求中远海控中期分红10送50元，太伤小股东的心了,2.0
明天上16，，，，，都别叽歪了，,1.0
我不管你分红多少，我要的是股票上30元，能做到嘛？,2.0
韭菜们别在叫了，愿赌服输，早说,2.0
中远海运业绩大超预期一季度营收同比上升62.7%。2022-,1.0
海航科技：严重低估错杀航运大黑马,1.0
大赚900亿却仅分红139亿，中国船王中远海控怎么了？,2.0
郭华伟今天装聋作哑。,2.0
一天到晚在群里就为了个分红吵个停，闹个不停。锤子吃,2.0
倒底谁在借用我们小散来搞事，我,2.0
今天开始又是漫漫熊路,2.0
管理层危机公关能力太差，业绩报,2.0
中远跌一个点不到，一个个小散哭爹叫娘,2.0
见证了国企的腐朽，其实是普遍现象，割韭菜够狠才能做,2.0
你就是一坨翔。,2.0
海狗什么时候分红就提前跑，不然,2.0
六月份要涨运价，可以打点底仓了,1.0
上周股东会的不利余波反映到今天走势，全天被空头压制,2.0
韭菜就是韭菜，都说不到黄河不死,2.0
股价不涨只能用脚投票[撇嘴],2.0
明天补缺口,1.0
今天3000只股上涨，不包含挣900亿的海控，嗯嗯。这个,2.0
中小股东有点近视了，只顾眼前利,2.0
货柜海运酝酿6月大涨价 幅度至少一成,1.0
全买股,1.0
太难了，做了1毛二的差价，,2.0
垃圾货,2.0
买周期股舒服吗？[笑哭][笑哭],2.0
呦，砸盘了,2.0
15.34的那一手，很有水平吖,1.0
嘛的，垃圾,2.0
来了,1.0
看情况收盘有可能翻红？,1.0
刚刚射那么一下是不是请君入瓮呢,2.0
海控的庄是真的坏。,2.0
虾米打架被鱼吃！谁低吸了筹码？明天涨停！,1.0
压着不让涨吗？,2.0
海控你真的是铁公鸡吗？每年吃那,2.0
大盘都红了一天了！,1.0
跟跌不跌涨，看来明天跌3点，立,2.0
谁在打压股价，涨不上去？,2.0
唉，cs呀，会遭报应的,2.0
东方海外又双叒叕创新高了,1.0
这个分红风波，不仅惹怒了散户，,2.0
坚持不卖着急的，就不是我们，紧握手中筹码,1.0
清仓垃级,2.0
垃圾,2.0
公司的利润对于高管来说，花在自己手上，才能产生利润,1.0
垃圾股,2.0
又在摸鱼么痛快点,2.0
中远海控，股价跟公司一样，一点脸面不要。,2.0
骂不动了,2.0
每天三个亿就是这样凭实力赚的，,1.0
你再涨个一块，我跑路行不,2.0
30分钟级别MA5与MA10金死叉做$中远海控 sh601919$  05,2.0
尾盘加速下跌,2.0
散户操作——没有启动的无庄股，,2.0
问题股了,2.0
好锤子的走势,1.0
得了软骨病，没救了。,2.0
赶紧跑,2.0
调仓换股了，不要浪费了大好行情,2.0
股价搞上去就行，要不稀罕分红,1.0
别看那些资讯，这些人居心不良，吃太饱了天天写这些文,2.0
北向尽流出，今天没戏了，估计又,2.0
难怪那几天压着不让涨，是等股东大会完了再收拾中小投,2.0
天天闹分红，多留点资金投入再生产不好么？非得把利润,2.0
每股收益5.59元！你每股分红0.87,2.0
继续举报吧，把这个投票结果也付上，近身估计够呛了,2.0
图一是30分图，30分死叉形成一个30分顶背离卖点。图二,2.0
买了7手海控，不知道能不能下蛋,1.0
中远今天下跌意料之中,2.0
小散們壓力泄壓后，希望股價可以開始回到主升段，漲破,2.0
废物，枉我那么相信你，解套了也没有走。,2.0
这个股也就值个1，2块钱，能涨到,1.0
今天北向是被我们小散的投票吓到了吗，上午就出货一个,2.0
唉跟了一年海控。感觉已经到了摆,2.0
啥也不是，赶紧跑。我割肉了,2.0
高管们心里老想着割我们韮菜，大,2.0
"我不赞成十成100%分红的: 那样是杀鸡取,末路公司",2.0
全A股市场上午主力出货近50亿，中远海控一家出货一亿,2.0
【2022.05.30】上午的走势看上去是洗盘，下午应该回升,1.0
罢免董监高,2.0
一群猪还在维护这个票，眼瞎了？,2.0
一根筋的，小心血本无归，  我继续t回本就跑了,2.0
垃圾了吧，大盘红，你赚那么多钱然后绿，整个就一垃圾,2.0
北上一来向上跳，北向一走向下跳,2.0
看看下面的缺口就怕。,2.0
机构跟着天天发广告，我想起来去,2.0
大盘二次探底来了,1.0
大盘二次探底来了,1.0
这么低的市盈率，咋不涨呢？,2.0
其实不用分红的，直接退市吧，你,2.0
小散在干什么？,2.0
韭菜们醒醒吧，别在做梦了,2.0
呦，还趴着呢！,2.0
这货废了，彻底废了,2.0
就怕这货分红了，股价继续跌[怒],2.0
衰股,2.0
真的垃圾,2.0
大盘涨的，这股装死,2.0
负5个点收盘,2.0
日赚3亿却连年赚3千万都不如,2.0
不让他趴下各位都有责任,2.0
运价又上涨了，股价必定会涨回去,1.0
麻痹 15.21进去 都跌到了15.15 做个t就这么难吗,2.0
今天就这样的没有量不会有太大波,2.0
万说，让你们投反对票，我他么使劲砸，让你们都亏死,2.0
你个鬼子孙看你鬼儿子真的是打你,2.0
今年起码分红2次，安心持有,2.0
朋友来了有好酒，却是豺狼来了，只能准备五连子了,2.0
这么多唱黑文章，这是存心要打压股价啊,2.0
神阿救救我吧,2.0
日的海控,2.0
这他m到底是什么造型,2.0
重仓了这个垃圾货，心碎了,2.0
后悔没有早溜，坚定持股，现在是长期做他的股东了[哭],2.0
刚才看了集装箱运价又继续上涨了,1.0
教下各位新鲜韭菜如何查找中远海,2.0
如果老是授权董事会回购，而董事会无动于衷，说明他们,2.0
大家不要怕，这辈子就不卖了，看他公司怎么办,2.0
内资鸡狗 你必须给我老外抬轿，胆小鬼,2.0
跌，跌，这是要整死小股东的节奏,2.0
这真垃圾股，赚那么多钱，股价不,2.0
A50中倒数第三，佩服,2.0
垃圾，让我回本就跑,2.0
不涨了，都不吵吵了吧！,2.0
分红遭到中小股东怒怼，只有拉升股价才能安抚广大股民,2.0
算对了利润、做好了同行业分析、,1.0
股票真的长的高了庄家也该走了，庄家大手笔向下打是要,2.0
19.5的本，越来越绝望[惨!关灯吃,2.0
还是希望他带领公司全体同仁真心,2.0
上峰不散，上涨无望！,2.0
恭喜50万散户，血亏。哈哈。16再也见不到，今天15也消,2.0
如想撼动大股东决心，得中小股东联名提议召开股东大会,2.0
公司董事长都不敢参加这么重要的,2.0
没有决策权，但是有买卖权，清仓,2.0
必上16,1.0
散户的诉求没有得到合理关注，中远海控再失人心！所以,2.0
垃圾,2.0
二次探底来了,2.0
垃圾公司，股民你们捏住，等我们高管套现就行了。卖了,2.0
垃圾股！每天让人更失望！,2.0
主力在高位减持，我们就不会減持,1.0
此时是最后跑路机会，你们,2.0
15.20又进来了,1.0
这垃圾,2.0
今天的下跌是对中远管理层的控诉,2.0
不满的事情那么多，主要源头不在,2.0
可怜的散们，你还能上车吗？,2.0
不要做韮菜，大户狂沽货，真的停,2.0
空狗吃错药了?,2.0
大庄可以的，逆天而行哈哈哈哈,1.0
骂不动了,2.0
我们不是不满分红低,2.0
狗庄不把散户投资者当人看,2.0
挂了15.20买。。,1.0
管理层说：继续给我砸，把这群投,2.0
赔钱的时候不分我们忍了，赚钱了时候也不分，钱都去哪,2.0
反弹结束没人信这波重回14洗一年运气好航运报团定价还,2.0
可以洗洗睡了,2.0
跌停报复散户牛啊,2.0
证监会应介入调查，这次分红事件,2.0
看看小康股份，亏的一塌糊涂，照,2.0
看多咨讯一出，满满地雷感,2.0
开完会马上跌，反对意见太少,2.0
起码要跌5个点，垃圾永远是垃圾,2.0
我们猜一下，有关部门会不会介入,2.0
挂15.20买。。。,1.0
这是补缺口吗？这是跟板块走了。,1.0
真是个垃圾,2.0
是拉肚子吗,2.0
今天破14.7,2.0
反弹结束再洗,2.0
咨讯一出，铺满地雷,2.0
提议罢免董秘，然后是董事长，募,2.0
你认为跌停了／也许非涨停了,1.0
所谓什么钉子的空狗煽动，这样闹下去，股价下跌对咱们,2.0
呦,1.0
今天14.7,2.0
韭菜命也是命,2.0
在我看来短期这里是过不去的因为向上突破的条件暂时还,1.0
是不是很气，是不是想卖掉，想卖,2.0
本身分红配股是好事，结果一闹跌,2.0
让你们闹，一群被套傻的笨蛋，越,2.0
，每次都这样,2.0
我从招商南油过来的，那边都在唱空你哎，说你今天跌停,2.0
好今天涨停,1.0
中远海控董事长拒绝参加股东大会,2.0
涨点吧,1.0
坚定持有中远海控必将会有丰厚回报的！,1.0
补仓,1.0
每天发无用的干什么！,2.0
5.30海控整体趋势一直没有得到突破，目前又快到了压力,2.0
全球集装箱海运价格调整，部分航线运费出现一定程度下,2.0
股票换得早，生活没烦恼！,2.0
高管增持一直是稳定投资者信心的,1.0
还在纠结分红，暴涨与你无缘！中远海控价值重估倒计时,2.0
今天北向还是买买买，气死赌气抛,2.0
广州港要启动了，赶快上车,1.0
重大利好！换个角度看中远海控少分红,1.0
有没有一种可能。他们不想高分红,2.0
反弹结束,2.0
个人感觉，海运的价格不可能一直涨下去。。。业绩没有,2.0
明天能见到16以上,1.0
周一低开两三个点，跌7个点左右收，各位开心,2.0
主力资金流入。,1.0
周评：放弃传统持股待涨，选择低吸高抛，落袋为安，到,1.0
明天外资继续大肆买入。,1.0
北上资金长期看好的板块揭秘，反弹趋势领先两市，银行,1.0
明天危险了,2.0
明天看谁跑的快,2.0
周一跌停,2.0
低开，阴十字星,2.0
这样的管理层就是一群蛀虫,2.0
分红高不可能的，高管都减持差不多了,2.0
一片悲哀，明天高开低走，永不回,2.0
股价一天比一天高！才是中小股东的福气！,1.0
把中远海控涨起来，价值投资就来,1.0
明天涨5个点以平民愤,1.0
中远海控就是用来在股市圈钱的典,2.0
赚钱了分那么少，股价又两边倒。，高管拿高薪，又逢高,2.0
发生了什么？外资单周卖了近100亿，白酒双巨头都被抛,2.0
换个角度看问题，中远海控不多分优势就是有改善空间，,1.0
长线投资的别心急，等大股东增持结束后股份增加了，下,1.0
海狗分红那么少，确实不应该！！,2.0
这几个高管很可疑，精准买精准卖,2.0
大A韭菜们。我们要学习美丽国的游戏驿站事件。小散团,2.0
大股东有钱，长期持有。小散户，拆东墙补西墙。,2.0
韭菜们醒醒吧，股价不涨不是没道,2.0
中远业绩巅峰在等三季度，我只能,1.0
这几天海控各种舆论，小股东各种,2.0
把股价拉上去，就没有那么多人投反对票了[呲牙],1.0
看好就买，不看好走人，整天瞎bb有意思吗？,2.0
远洋航运大黑马：海航科技,1.0
航海王,1.0
股价涨3倍就好,1.0
国家减这么多税也给我们长期持股,1.0
太可怕了，73%反对，还有很多弃,2.0
二季度利润暴跌100亿,2.0
股价涨幅不大，却已现三亇跳空缺口，什么时候回补?,2.0
周一能站稳60日均线那就完美，准,1.0
管它分红不分红，咬定青山不放松！中远海控价值重估倒,1.0
呼吁严查中远海控！你们倡导的价,2.0
今年起绝对下坡的起点！,2.0
有中远海控这样的管理层，股市何,2.0
Do you hear people sing?利润分配方案 6.01亿股反对,2.0
不管你是国企还是民企，既然你上市来卖，你就必须要尊,2.0
这样的董秘应该下课了，没有一点,2.0
中远海控之回不到的过去,2.0
我们是菲莱韭菜割吧,2.0
礼拜一会不会股价暴跌呢，虽然是,2.0
15.48要我S吧,2.0
15.48要我死吧,2.0
分不分红无所谓，只要能保持这样的盈利水平，我觉得就,1.0
下周又准备阴跌多少？,2.0
反正投了反对票。困难时大家一起扛，现在挣钱了，没关,2.0
小散只有挨割的份！反对无效，一切白搭！胳膊拧不过大,2.0
以前股价低迷，上市公司效益不好,2.0
"17,3的本什么时候能回来呀。还有谁……",2.0
周一跌停,2.0
逃出生天而不感恩，非君子所为！---杂感,2.0
你个驴子归盒子干的,2.0
分红对于普通散户没有用。,2.0
涨不文明，套现文明，下课。,2.0
这样的周扒皮公司也是没谁了！整得再多也不舍的分给投,2.0
股民怒了：太少，反对！2300亿中国“海王”竟然被怼！,2.0
既然用手投票没有用，那就用脚投票吧。,2.0
利润分配方案 6.01亿股反对票！中远海控小股东们“以,2.0
谁买这票谁瞎了眼，小小股民冒着,2.0
超重大利好，海狗周一起飞！！！,1.0
大家都不要吵了，想想办法把股价弄60以上去，好吗[微,1.0
下周跌停了,2.0
中远海控上60元一股也不过分，不如他的宁德时代股价凭,1.0
希望公司周末能出几个利好，把股价炒上去。这股价有损,1.0
油价上涨，海狗又有借口下跌了，,2.0
